"","game_name","developer","publisher","Month","Year","age_rating","game_rating","Dreamcast","Wireless","Saturn","Android","iPad","iPhone","Arcade","GameCube","Genesis","Macintosh","PC","Nintendo","GameBoy","NES","PlayStation","Xbox","Wii","otherPlatform","Flight","Music","Simulation","Fighting","Platformer","Puzzle","Strategy","Adventure","RPG","Racing","Shooter","Sports","Action","otherGenre","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"147","Airline Tycoon","other","other","January","2001"," E",7.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,2,4,4,2,7,5,15
"148","Airport Tycoon","other","other","April","2000"," E",3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1,3,2,6,1,3,9,5
"149","Akai Katana","other","other","N",NA,NA,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,5,6,1,2,1,1,7,2
"152","Aladdin","Capcom","Capcom","November","1993","E",6.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,3,1,3
"155","Aladdin in Nasira's Revenge","Argonaut Games","Sony Computer Entertainment","March","2001"," E",6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,1,5,1,2,1,2,5,6
"156","Alan Wake","other","Microsoft Game Studios","May","2010"," T",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,25,5,14,15,14,10,29,28,53
"157","Alan Wake's American Nightmare","other","Microsoft Game Studios","February","2012"," T",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,1,4,6,3,3,8,6,13
"160","Albert Odyssey: Legend of Eldean","other","other","July","1997"," E",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,6,2,7,3,2,2,1,8,8
"161","Alekhine's Gun","other","other","February","2016"," M",3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,2,6,1,7,1,2,13,5
"162","Power Strike","other","SEGA","released",NA,NA,8.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,1,1,0,3,3,6
"163","Alex Kidd in Miracle World","SEGA","SEGA","released",NA,NA,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,3,3,2,3,3,5,8
"164","Alex Kidd in the Enchanted Castle","SEGA","SEGA","August","1989"," E",4.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,7,3,5,6,7,2,9,12,16
"165","Alex Kidd: The Lost Stars","SEGA","SEGA","December","1988",NA,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,3,3,4
"166","Alex Rider: Stormbreaker","other","THQ","September","2006"," E10+",4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,0,2,0,1,6
"167","Alexi Lalas International Soccer","other","Take-Two Interactive ","May","1999"," E",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,2,0,3,4,6
"168","Alfa Romeo Racing Italiano","other","other","Europe",NA," E",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,8,3,12,6,11,4,10,17,16
"169","Alfred Hitchcock Presents: The Final Cut","other","Ubisoft","April","2002"," M",6.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,1,3,2,4,4,4,6,7
"173","Alice: Madness Returns","other","Electronic Arts","June","2011"," M",6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,11,2,9,3,4,1,8,12,16
"174","Alien Breed 3: Descent","other","Team17 Software","November","2010"," T",6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,6,5,15,8,9,3,13,23,23
"176","Alien Crush","other","Hudson Soft","September","1989"," E",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0
"177","Alien Crush Returns","Hudson Soft","Hudson Soft","November","2008"," E",7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,1,4
"179","Alien Hominid","other","other","Europe",NA," T",8.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,7,5,9,6,4,3,9,14,16
"180","Alien Rage","other","other","October","2013"," M",4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,3,3,11,2,5,2,5,14,8
"181","Alien Resurrection","Argonaut Games","Fox Interactive","October","2000"," M",6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,13,7,8,8,10,7,12,13,26
"182","Alien Shooter: Vengeance","other","cdv Software Entertainment","February","2007"," M",7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,7,4,19,4,7,3,16,19,21
"184","Alien Storm","SEGA","SEGA","December","1991"," E10+",6.5,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,3,2,4,0,3,7,8
"185","Alien Syndrome","other","SEGA","July","2007"," T",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,1,3,4,3,2,5,4,8
"186","Alien Trilogy","other","Acclaim Entertainment","August","1996"," M",8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,0,1,0,4,4,5
"188","Alien Zombie Megadeath","other","other","June","2011"," E10+",8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,2,2,2,2,4,4
"189","Alien: Isolation","Creative Assembly","SEGA","October","2014"," M",5.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,17,4,9,6,6,2,16,14,25
"191","Aliens vs. Predator","Rebellion","SEGA","February","2010"," M",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,11,6,9,6,7,4,10,11,26
"193","Aliens vs. Predator 2","Monolith Productions","Sierra","October","2001"," M",8.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,1,4,5,0,3,15,7,17
"194","Aliens vs. Predator: Requiem","Rebellion","Sierra","November","2007"," T",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,9,8,9,6,13,6,4,17,12
"195","Aliens: Colonial Marines","Gearbox Software","SEGA","Cancelled",NA," M",5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,12,6,9,6,5,5,17,19,32
"196","Aliens: Infestation","WayForward Technologies","SEGA","October","2011"," T",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,2,4,3,3,1,5,7,10
"197","All Star Tennis '99","other","Ubisoft","September","1999"," E",7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,3,0,3,2
"198","All-Star Baseball '97 Featuring Frank Thomas","other","Acclaim Entertainment","June","1997","E",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,2,4,4,3,2,7,7,7
"199","All-Star Baseball '99","other","Acclaim Entertainment","May","1998"," E",8.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,1,2,1,10
"200","All-Star Baseball 2000","other","Acclaim Entertainment","April","1999"," E",9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,1,1,0,1,1,1
"201","All-Star Baseball 2001","High Voltage Software","Acclaim Entertainment","March","2000"," E",9.1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,3,2,1,4,4,11
"202","All-Star Baseball 2002","other","Acclaim Entertainment","March","2001"," E",8.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,3,2,1,4,4,11
"203","All-Star Baseball 2003","other","Acclaim Entertainment","February","2002"," E",8.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,3,2,1,4,4,11
"204","Allegiance","Microsoft","Microsoft","March","2000"," E",8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,8,5,12,7,5,4,20,17,19
"205","Alleyway","Nintendo R&D1","Nintendo","August","1989"," E",6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,3,1,2,0,6,3,7
"206","Alone in the Dark: Inferno","other","Atari","November","2008"," M",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,11,3,9,10,9,4,15,15,19
"208","Alone in the Dark: The New Nightmare","other","Infogrames","September","2001"," M",4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,8,2,10,4,7,2,9,14,20
"209","Alpha Protocol","Obsidian Entertainment","SEGA","June","2010"," M",6.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,7,2,11,5,5,4,10,13,21
"211","Alter Echo","other","THQ","August","2003"," T",6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,1,3,3,0,1,1,5,6
"212","Altered Beast","SEGA","SEGA","December","1989",NA,5,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,5,3,8,5,3,2,7,6,15
"213","Alundra 2","other","Activision","March","2000"," T",7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4,4,5,2,2,4,1,6,3
"214","Alvin and the Chipmunks","other","other","December","2007"," E",2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,31,3,14,21,11,19,30,27,58
"218","Fugitive Hunter: War on Terror","other","other","November","2003"," M",3.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,4,1,5,2,3,9,3
"219","America's Army: Rise of a Soldier","other","Ubisoft","canceled",NA," T",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,1
"220","American Chopper 2: Full Throttle","other","other","November","2005"," T",6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,7,7,8,6,8,4,9,12,17
"224","American McGee's Alice","other","Electronic Arts","December","2000"," M",9.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,6,3,10,7,5,2,7,11,25
"225","Amerzone: The Explorer's Legacy","other","Ubisoft","August","2001"," E",5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,15,0,1,10,2,5,11,5,28
"226","Amnesia: A Machine for Pigs","other","other","September","2013"," RP-M+",8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,6,3,9,3,7,2,8,10,13
"227","Amnesia: The Dark Descent","other","other","September","2010",NA,8.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,2,10,2,9,2,3,16,12
"228","Amok","other","SEGA","November","1997"," T",5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,19,4,7,18,5,18,6,14,26,14
"229","Among the Sleep","other","other","May","2014"," T",7.3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,16,4,14,18,12,6,12,25,25
"230","Amplitude","Harmonix","other","April","2016"," E",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,6,2,4,4,13,9,16
"232","Anachronox","other","Eidos Interactive","June","2001"," T",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,34,13,24,22,20,12,37,45,67
"233","Analogue Super Nt","other","other","February","2018",NA,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,2,2,1,5,4,8
"234","Anarchy Reigns","PlatinumGames","SEGA","January","2013"," M",5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,3,4,3,4,1,4,10,7
"237","Ancestors Legacy","other","other","May","2018"," M",7.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,1,7,0,2,1,5,8,8
"238","Ancestors: The Humankind Odyssey","other","other","December","2019"," T",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"239","Ancient Empires II","other","other","June","2005",NA,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,9,7,14,5,7,3,8,19,17
"240","Ancient Land of Ys","other","other","December","1989",NA,7.8,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,7,2,3,6,2,3,8,5,15
"243","Ancient Wars: Sparta","other","other","April","2007"," M",5.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,7,6,12,7,10,5,16,20,18
"244","And Yet It Moves","other","other","August","2010"," E",8.4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,12,2,5,8,3,6,14,5,26
"246","Angry Birds","other","other","December","2009",NA,8,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,30,8,13,26,9,15,36,26,82
"247","Angry Birds 2","other","other","N",NA,NA,6.7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,2,2,4,2,0,2,6,10
"248","Angry Birds Go!","other","other","December","2013",NA,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,11,2,3,5,3,3,6,9,14
"249","Angry Birds Rio","other","other","March","2011",NA,8.5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,1,3,5,1,3,5,7,16
"250","Angry Birds Star Wars","other","other","November","2012"," E",8.8,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,4,3,1,4,1,2,4,2
"251","Angry Birds Star Wars II","other","other","September","2013"," E",8.6,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,2,1,2,0,1,7,5,9
"252","Angry Birds Trilogy","other","other","September","2012"," E",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,2,3,2,2,1,5,8,5
"253","Anima: Ark of Sinners","other","other","October","2011"," T",5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,14,2,8,9,4,7,11,9,19
"254","Animal Boxing","other","other","December","2008"," E10+",5.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
"256","Animal Crossing","Nintendo EAD","Nintendo","September","2002"," E",9.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,4,0,1,7,2,15
"257","Animal Crossing Clock","Nintendo","Nintendo","May","2009",NA,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,4,0,1,7,2,15
"258","Animal Crossing: Amiibo Festival","Nintendo","Nintendo","November","2015"," E",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"259","Animal Crossing: Happy Home Designer","Nintendo EAD","Nintendo","September","2015"," E",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,7,0,9
"260","Animal Crossing: City Folk","Nintendo","Nintendo","November","2008"," E",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,6,2,8
"261","Animal Crossing: New Leaf","Nintendo","Nintendo","June","2013"," E",9.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,1,1,7,2,1,17,6,28
"262","Animal Crossing: Pocket Camp","Nintendo","Nintendo","November","2017",NA,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,2,1,1,3,3,6
"263","Animal Crossing: Wild World","Nintendo","Nintendo","December","2005"," E",8.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,9,2,5,10,3,6,14,10,19
"267","Animaniacs: A Gigantic Adventure","other","SouthPeak Games","June","1999"," E",3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,1,1,0,1,4,3
"270","Animorphs: Shattered Reality","other","Infogrames","November","2000"," E",3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,1,6,5,0,3,5,6,14
"276","Anno 1800","other","Ubisoft","April","2019"," RP",8.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,0,2,7,1,12
"277","Anno 2070","other","Ubisoft","November","2011"," T",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,8,1,3,5,4,4,10,5,16
"278","Anno 2205","other","Ubisoft","November","2015"," E10+",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,1,0,4,1,17
"279","Anomaly 2","other","other","May","2013"," T",8,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,4,3,1,6,3,4,18
"280","Anomaly: Warzone Earth","other","other","April","2011"," E10+",8,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9,1,4,3,1,6,3,4,18
"282","Another World: 20th Anniversary Edition","other","other","October","2011"," T",8.5,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,11,1,5,10,6,8,7,6,30
"283","Ant Nation","other","Konami","July","2009"," E10+",5.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,3,0,1,6,3
"284","Anthem","BioWare","Electronic Arts","February","2019"," T",6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,9,4,5,10,6,5,13,8,27
"286","Antz","other","Infogrames","September","1999"," E",5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,15,5,9,12,6,6,16,16,36
"288","Anubis II","Data Design Interactive","other","Europe",NA,NA,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,2,2,4,1,3,6,7
"290","Ape Escape Academy","other","Sony Computer Entertainment","January","2006"," E10+",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,0,4,0,2,5,3
"291","Ape Escape","Sony Computer Entertainment","Sony Computer Entertainment","June","1999"," E",9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,11,3,11,7,6,2,13,14,23
"292","Ape Escape 2","SIE Japan Studio","Ubisoft","July","2003"," E",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,3,3,0,5,2,11
"293","Ape Escape 3","SIE Japan Studio","Sony Computer Entertainment","January","2006"," E10+",8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,3,1,0,3,1,6,5
"294","Ape Out","other","other","February","2019"," T",8.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,6,3,5,2,9,10,14
"295","Ape Quest","SIE Japan Studio","Sony Computer Entertainment","January","2008"," E",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,3,7,1,4,2,4,11,14
"296","Apex Legends","other","Electronic Arts","February","2019"," T",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,12,1,3,7,2,4,6,9,14
"297","Apocalypse","Neversoft Entertainment","Activision","November","1998"," T",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,25,4,11,16,11,8,28,16,47
"299","Apollo Justice: Ace Attorney","Capcom","Capcom","February","2008"," T",8.3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,1,2,1,2,0,9,2,11
"300","Apotheon","other","other","February","2015"," T",6.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,3,1,9,4,5,3,7,16,12
"304","Aqua Teen Hunger Force Zombie Ninja Pro-Am","other","Midway  Games","November","2007"," M",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,2,2,5
"306","AquaNox","other","other","November","2001"," T",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,1,3,1,2,0,6,6,12
"307","Aquanaut's Holiday","Sony Computer Entertainment","Sony Computer Entertainment","July","1996",NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,0,1,15,1,6,14,5,29
"308","Aquarium","other","other","March","2008"," E",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,2,2,3,7,5,10
"309","Ar tonelico: Melody of Elemia","other","NIS","February","2007"," T",7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,10,2,8,11,7,6,11,15,28
"310","Arc the Lad: Twilight of the Spirits","other","Sony Computer Entertainment","June","2003"," T",8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,5,3,1,0,3,5,4
